Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1	Serie N.º 1
Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
14,360	26,494	0,000	0,000	0,6325	0,000	0,000	0,7
14,400	26,494	0,000	0,000	0,6325	0,000	0,000	0,7
14,440	26,494	0,000	0,000	0,6325	0,000	0,000	0,5
14,480	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
14,520	26,494	0,000	0,000	0,6325	0,000	0,000	0,4
14,560	26,494	0,000	2,727	0,6325	0,000	0,065	0,4
14,600	26,494	0,218	10,908	0,6325	0,005	0,260	0,7
14,640	26,512	0,873	10,908	0,6329	0,021	0,260	0,6
14,680	26,564	1,091	-5,454	0,6342	0,026	-0,130	0,6
14,720	26,599	0,436	-13,635	0,6350	0,010	-0,326	0,5
14,760	26,599	0,000	-5,454	0,6350	0,000	-0,130	0,5
14,800	26,599	0,000	0,000	0,6350	0,000	0,000	0,6
14,840	26,599	0,000	0,000	0,6350	0,000	0,000	0,6
14,880	26,599	0,000	0,000	0,6350	0,000	0,000	0,6
14,920	26,599	0,000	-2,727	0,6350	0,000	-0,065	0,7
14,960	26,599	-0,218	-2,727	0,6350	-0,005	-0,065	0,6
15,000	26,581	-0,218	2,727	0,6346	-0,005	0,065	0,6
15,040	26,581	0,000	2,727	0,6346	0,000	0,065	0,7
15,080	26,581	0,000	0,000	0,6346	0,000	0,000	0,7
15,120	26,581	0,000	-2,727	0,6346	0,000	-0,065	0,6
15,160	26,581	-0,218	-2,727	0,6346	-0,005	-0,065	0,7
15,200	26,564	-0,218	2,727	0,6342	-0,005	0,065	0,6
15,240	26,564	0,000	0,000	0,6342	0,000	-1,735E-14	0,5
15,280	26,564	-0,218	-13,635	0,6342	-0,005	-0,326	0,7
15,320	26,546	-1,091	-19,090	0,6337	-0,026	-0,456	0,6
15,360	26,477	-1,745	-2,727	0,6321	-0,042	-0,065	0,7
15,400	26,407	-1,309	5,454	0,6304	-0,031	0,130	0,7
