Tiempo (s)	ángulo (rad)	Vector velocidad angular (rad/s)	Aceleración angular (rad/s²)	Posición (m)	Vector velocidad (m/s)	Aceleración (m/s²)	Intensidad luminosa (%)
79,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
79,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
80,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
80,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
80,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
80,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
80,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
81,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
81,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
81,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
82,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
82,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
83,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
83,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,9
83,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,8
83,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,6
83,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,6
83,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
83,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,6
84,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,520	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,560	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,600	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,640	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,680	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,720	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,760	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,800	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,840	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,880	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,920	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
84,960	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,000	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,040	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,080	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,120	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,160	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,200	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,240	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,6
85,280	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,320	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,360	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,400	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,440	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,480	-8,657	0,000	0,000	-0,2067	0,000	0,000	2,7
85,520	-8,657	0,000		-0,2067	0,000		2,7
